[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************
### Creating new features  task: 0 ###

New features norm: 3.859
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.0%| TAg acc= 99.6%, forg=  0.0% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.5%, forg=  0.0%| TAg acc= 99.5%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.19/wd=1e-2_margin=4
************************************************************************************************************
Task  1
************************************************************************************************************
### Training model task: 1 ###
Epoch: 0, Total: 8.79, Push: 1.59, Pull: 5.87, Adapter: 0.001, Wd: 1.10
Epoch: 1, Total: 8.68, Push: 1.60, Pull: 5.78, Adapter: 0.001, Wd: 1.10
Epoch: 2, Total: 8.60, Push: 1.62, Pull: 5.70, Adapter: 0.001, Wd: 1.10
Epoch: 3, Total: 8.56, Push: 1.63, Pull: 5.65, Adapter: 0.001, Wd: 1.10
Epoch: 4, Total: 8.51, Push: 1.64, Pull: 5.60, Adapter: 0.001, Wd: 1.10
Epoch: 5, Total: 8.49, Push: 1.65, Pull: 5.57, Adapter: 0.001, Wd: 1.10
Epoch: 6, Total: 8.46, Push: 1.66, Pull: 5.53, Adapter: 0.001, Wd: 1.09
Epoch: 7, Total: 8.43, Push: 1.67, Pull: 5.49, Adapter: 0.001, Wd: 1.09
Epoch: 8, Total: 8.40, Push: 1.68, Pull: 5.44, Adapter: 0.001, Wd: 1.09
Epoch: 9, Total: 8.37, Push: 1.69, Pull: 5.40, Adapter: 0.001, Wd: 1.09
Epoch: 10, Total: 8.35, Push: 1.70, Pull: 5.37, Adapter: 0.001, Wd: 1.09
Epoch: 11, Total: 8.33, Push: 1.71, Pull: 5.34, Adapter: 0.001, Wd: 1.09
Epoch: 12, Total: 8.30, Push: 1.72, Pull: 5.30, Adapter: 0.001, Wd: 1.09
Epoch: 13, Total: 8.28, Push: 1.73, Pull: 5.27, Adapter: 0.001, Wd: 1.09
Epoch: 14, Total: 8.26, Push: 1.73, Pull: 5.24, Adapter: 0.001, Wd: 1.09
Epoch: 15, Total: 8.24, Push: 1.74, Pull: 5.21, Adapter: 0.001, Wd: 1.09
Epoch: 16, Total: 8.22, Push: 1.75, Pull: 5.18, Adapter: 0.001, Wd: 1.09
Epoch: 17, Total: 8.20, Push: 1.76, Pull: 5.15, Adapter: 0.001, Wd: 1.09
Epoch: 18, Total: 8.18, Push: 1.77, Pull: 5.12, Adapter: 0.001, Wd: 1.09
Epoch: 19, Total: 8.16, Push: 1.78, Pull: 5.09, Adapter: 0.001, Wd: 1.09
Epoch: 20, Total: 8.14, Push: 1.78, Pull: 5.07, Adapter: 0.001, Wd: 1.09
