0.918000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.854000	0.218000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.819000	0.159000	0.252000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.785000	0.138000	0.203000	0.154000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.742000	0.115000	0.167000	0.126000	0.265000	0.000000	0.000000	0.000000	0.000000	0.000000
0.706000	0.109000	0.161000	0.114000	0.240000	0.117000	0.000000	0.000000	0.000000	0.000000
0.688000	0.098000	0.136000	0.105000	0.234000	0.106000	0.190000	0.000000	0.000000	0.000000
0.653000	0.095000	0.121000	0.103000	0.189000	0.096000	0.162000	0.171000	0.000000	0.000000
0.632000	0.086000	0.121000	0.099000	0.177000	0.084000	0.148000	0.164000	0.128000	0.000000
0.533000	0.089000	0.117000	0.094000	0.168000	0.079000	0.137000	0.151000	0.125000	0.163000
