0.883117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.159091	0.770115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.107143	0.051724	0.886311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.259740	0.114943	0.082367	0.770000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.084416	0.086207	0.129930	0.110000	0.995893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.139610	0.206897	0.082367	0.166000	0.063655	0.903774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.094156	0.080460	0.082367	0.100667	0.167351	0.164151	0.854626	0.000000	0.000000	0.000000	0.000000	0.000000
0.071429	0.120690	0.070766	0.090000	0.023614	0.098113	0.101322	0.654856	0.000000	0.000000	0.000000	0.000000
0.113636	0.022989	0.069606	0.102000	0.039014	0.067925	0.066079	0.073491	0.827830	0.000000	0.000000	0.000000
0.113636	0.045977	0.044084	0.100667	0.092402	0.069811	0.154185	0.094488	0.082547	0.791333	0.000000	0.000000
0.094156	0.183908	0.048724	0.105333	0.255647	0.071698	0.052863	0.149606	0.121462	0.100000	0.975100	0.000000
0.087662	0.022989	0.093968	0.044667	0.132444	0.066038	0.110132	0.069554	0.127358	0.100000	0.056773	0.831349
