0.918000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.918000	0.366000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.917000	0.364000	0.468000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.918000	0.353000	0.462000	0.045000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.917000	0.357000	0.463000	0.044000	0.531000	0.000000	0.000000	0.000000	0.000000	0.000000
0.916000	0.366000	0.476000	0.042000	0.538000	0.446000	0.000000	0.000000	0.000000	0.000000
0.917000	0.365000	0.465000	0.046000	0.544000	0.451000	0.039000	0.000000	0.000000	0.000000
0.916000	0.375000	0.464000	0.044000	0.543000	0.440000	0.037000	0.534000	0.000000	0.000000
0.917000	0.370000	0.465000	0.044000	0.543000	0.447000	0.038000	0.539000	0.452000	0.000000
0.918000	0.363000	0.473000	0.039000	0.552000	0.458000	0.040000	0.535000	0.454000	0.033000
