0.902597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.853896	0.747126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.834416	0.718391	0.885151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.798701	0.655172	0.819026	0.757333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.717532	0.545977	0.795824	0.722667	0.985626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.746753	0.563218	0.773782	0.710667	0.980493	0.867925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.714286	0.522988	0.793503	0.640000	0.974333	0.809434	0.748899	0.000000	0.000000	0.000000	0.000000	0.000000
0.743506	0.500000	0.800464	0.542667	0.979466	0.839623	0.819383	0.608924	0.000000	0.000000	0.000000	0.000000
0.633117	0.586207	0.728538	0.557333	0.977413	0.777358	0.797357	0.561680	0.784198	0.000000	0.000000	0.000000
0.662338	0.477012	0.719258	0.713333	0.969199	0.828302	0.828194	0.540682	0.735849	0.752667	0.000000	0.000000
0.584416	0.494253	0.764501	0.652000	0.978439	0.816981	0.744493	0.535433	0.735849	0.722667	0.961155	0.000000
0.571429	0.511494	0.764501	0.630667	0.980493	0.790566	0.753304	0.511811	0.716981	0.638667	0.958167	0.748016
