0.918000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.916000	0.354000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.917000	0.349000	0.455000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.917000	0.363000	0.441000	0.046000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.916000	0.343000	0.454000	0.052000	0.527000	0.000000	0.000000	0.000000	0.000000	0.000000
0.915000	0.347000	0.435000	0.044000	0.521000	0.402000	0.000000	0.000000	0.000000	0.000000
0.915000	0.330000	0.430000	0.050000	0.515000	0.409000	0.046000	0.000000	0.000000	0.000000
0.914000	0.320000	0.404000	0.048000	0.500000	0.425000	0.050000	0.489000	0.000000	0.000000
0.908000	0.299000	0.382000	0.051000	0.468000	0.421000	0.039000	0.491000	0.428000	0.000000
0.896000	0.267000	0.336000	0.044000	0.453000	0.389000	0.039000	0.491000	0.431000	0.048000
