0.918000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.848000	0.240000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.809000	0.160000	0.277000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.728000	0.139000	0.213000	0.187000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.556000	0.125000	0.190000	0.147000	0.302000	0.000000	0.000000	0.000000	0.000000	0.000000
0.423000	0.125000	0.168000	0.124000	0.265000	0.134000	0.000000	0.000000	0.000000	0.000000
0.366000	0.105000	0.155000	0.112000	0.254000	0.117000	0.222000	0.000000	0.000000	0.000000
0.291000	0.088000	0.140000	0.100000	0.201000	0.117000	0.196000	0.198000	0.000000	0.000000
0.195000	0.079000	0.116000	0.082000	0.180000	0.113000	0.173000	0.186000	0.191000	0.000000
0.079000	0.069000	0.101000	0.071000	0.166000	0.076000	0.163000	0.176000	0.187000	0.203000
